temperature_C,pressure_atm,concentration_mol_L,pH,exotherm_kJ_mol,decomp_temp_C,viscosity_cP,thermal_runaway,pressure_buildup,vapor_emission,corrosion,decomposition,risk_score,severity
152.2,18.41,0.452,6.28,149.3,363.5,15.12,0,1,1,1,0,66.4,high
101.1,18.26,0.2687,3.72,142.0,218.4,11.23,0,1,0,0,1,48.8,medium
273.0,5.74,0.3961,6.32,121.9,341.0,48.78,0,1,1,1,1,62.8,high
269.8,14.67,0.0351,0.91,199.2,306.8,18.47,0,1,0,0,1,63.7,high
267.0,1.58,0.0472,6.46,59.1,248.4,38.18,1,0,0,1,1,45.7,medium
153.8,3.51,0.0681,3.2,95.9,298.6,40.35,0,0,0,0,0,41.0,medium
73.7,10.49,0.4582,1.51,43.0,366.0,19.6,0,1,0,1,0,35.7,medium
85.6,5.35,0.04,4.94,52.7,289.1,34.29,0,1,0,0,0,20.5,low
126.3,16.17,0.0591,5.68,148.3,224.4,5.84,0,0,1,0,0,51.9,high
112.8,18.69,0.4659,0.81,20.9,208.2,20.15,0,1,0,1,0,56.4,high
269.8,1.08,0.0626,6.92,180.2,355.6,48.38,1,0,1,0,0,43.6,medium
296.7,5.43,0.4362,5.03,134.0,266.1,8.84,1,0,1,1,1,60.7,high
256.0,9.35,0.3967,2.59,99.4,386.2,19.59,1,1,1,1,0,58.2,high
235.2,11.7,0.0297,1.48,79.6,323.4,39.63,0,1,0,1,0,46.3,medium
201.3,18.4,0.0207,3.05,42.7,287.3,33.44,1,1,0,0,0,59.1,high
244.8,17.95,0.2719,1.93,185.9,312.9,31.76,1,1,0,1,1,69.0,high
287.3,13.11,0.4986,3.71,148.2,291.4,42.74,1,1,1,1,1,57.5,high
204.3,5.89,0.4406,5.58,80.6,381.2,1.94,1,0,1,1,0,41.5,medium
97.1,15.88,0.1619,4.79,32.8,291.6,38.67,0,1,0,0,0,41.7,medium
99.3,4.85,0.1993,3.33,78.6,220.8,44.19,1,0,0,0,0,38.9,medium
200.1,19.34,0.2001,1.27,53.2,319.4,1.3,0,0,1,1,1,54.5,high
140.0,1.11,0.3697,6.72,161.5,324.6,28.17,0,0,0,1,0,40.4,medium
278.5,11.83,0.1772,2.26,149.5,353.1,17.76,1,1,0,0,0,62.7,high
206.8,2.68,0.0824,2.31,109.7,386.7,3.01,0,0,0,0,0,45.9,medium
222.4,8.74,0.3761,4.7,179.5,288.6,21.18,0,1,1,1,0,64.7,high
61.4,13.06,0.2344,5.51,52.5,270.4,32.38,0,1,0,0,0,34.8,medium
179.7,14.1,0.0476,6.9,101.4,298.2,45.99,0,1,0,0,0,60.8,high
163.5,15.93,0.3971,6.8,147.9,380.0,31.22,0,1,1,1,0,59.8,high
229.4,12.27,0.2968,6.44,32.2,396.0,42.91,0,1,0,0,1,37.2,medium
151.8,5.78,0.2498,3.33,87.1,394.2,6.52,0,0,1,0,0,29.4,low
294.4,17.9,0.3399,1.58,122.9,245.9,10.92,1,1,1,0,1,79.5,critical
220.8,16.41,0.2576,4.3,86.0,299.4,48.53,1,1,1,0,0,51.2,high
218.4,4.04,0.3277,0.61,106.4,251.9,44.43,1,0,1,1,1,52.1,high
280.6,16.7,0.4351,1.78,129.5,273.6,12.14,1,0,1,1,1,71.4,high
298.8,19.48,0.3106,0.52,86.3,206.3,31.24,1,1,0,1,1,82.2,critical
107.5,13.11,0.3332,1.67,39.1,232.1,18.45,1,1,0,1,0,44.8,medium
254.5,6.35,0.3108,3.59,45.1,279.4,23.7,1,1,1,1,1,40.5,medium
99.0,12.53,0.2703,3.06,114.9,272.9,43.11,0,0,1,1,1,51.8,high
169.7,7.51,0.0943,2.9,51.5,255.8,36.92,1,0,0,0,0,45.6,medium
84.0,13.84,0.1745,5.9,180.2,246.1,12.3,0,1,0,0,0,46.6,medium
209.6,11.35,0.3496,4.89,170.2,349.8,16.14,1,1,1,1,1,57.0,high
172.4,18.66,0.2185,6.59,82.8,258.9,14.84,1,1,0,0,0,61.0,high
210.9,12.74,0.209,3.39,169.6,341.3,39.14,1,1,1,0,0,63.8,high
222.7,5.07,0.382,2.27,116.0,273.7,24.76,1,0,1,1,1,64.3,high
208.7,14.78,0.0127,1.3,48.6,360.4,47.56,0,1,0,1,0,50.4,high
130.6,6.72,0.3427,4.87,130.6,233.4,40.93,0,0,0,1,0,59.6,high
260.9,6.18,0.2497,5.97,142.3,231.5,10.95,1,1,0,0,1,59.4,high
192.4,8.44,0.1946,1.69,35.1,335.9,39.4,0,0,0,1,0,41.5,medium
177.6,1.23,0.1769,6.21,76.6,383.0,25.55,0,0,0,0,0,28.3,low
296.9,19.41,0.0947,3.92,21.0,228.6,13.06,1,1,0,0,1,61.8,high
128.0,11.11,0.1738,1.44,77.0,214.7,18.48,0,1,0,1,0,45.6,medium
186.7,15.7,0.2018,4.68,80.4,386.9,48.62,1,1,1,0,0,47.9,medium
223.8,5.9,0.2243,3.88,133.4,223.5,24.46,1,0,1,0,1,41.4,medium
90.1,15.19,0.3394,0.68,55.8,250.1,36.12,0,1,0,1,0,42.6,medium
145.0,11.78,0.2322,3.1,25.4,385.9,24.12,0,1,0,0,0,42.3,medium
252.4,9.06,0.4002,5.6,76.8,360.6,18.89,0,0,1,1,1,54.1,high
116.8,19.44,0.3235,4.11,168.6,268.6,39.92,0,1,0,1,0,64.6,high
178.4,10.38,0.1029,2.33,91.8,390.9,42.49,0,1,0,0,0,38.6,medium
211.4,13.49,0.1458,6.54,94.7,313.6,4.06,1,1,0,0,1,55.3,high
221.1,1.29,0.0488,2.05,104.4,214.4,14.31,1,0,0,0,1,50.4,high
234.8,6.73,0.4734,2.14,155.3,340.6,25.64,1,1,1,1,1,66.1,high
267.8,17.89,0.4444,2.81,106.4,307.5,16.17,1,1,1,1,1,74.0,high
154.3,15.42,0.0516,6.31,36.4,314.5,39.29,1,1,0,0,1,38.3,medium
229.6,11.2,0.2913,3.8,57.2,398.8,6.18,0,1,1,0,0,57.4,high
235.7,18.1,0.4806,4.93,53.8,230.5,39.99,1,1,0,1,1,72.8,high
132.1,10.24,0.3761,6.85,111.4,331.4,31.09,0,1,0,1,0,39.8,medium
292.4,11.76,0.251,5.59,25.4,291.7,14.82,0,1,0,0,1,46.8,medium
267.7,8.26,0.1281,1.62,71.1,254.4,17.55,1,1,0,1,1,45.1,medium
129.6,12.78,0.1467,5.62,129.3,338.7,9.55,0,1,0,0,0,44.6,medium
222.0,7.06,0.3708,5.36,83.8,333.6,13.0,1,1,1,1,0,53.8,high
232.3,8.32,0.3925,2.01,147.4,371.3,36.0,1,1,1,1,0,61.7,high
163.6,19.36,0.2691,2.61,90.4,375.8,19.11,0,1,1,0,0,57.6,high
267.3,3.11,0.0693,5.12,196.3,312.4,34.53,1,0,0,0,1,54.2,high
225.7,3.0,0.4676,2.05,193.8,265.1,25.95,1,0,1,1,1,72.0,high
218.0,1.82,0.4239,1.85,164.0,305.9,7.69,1,0,0,1,1,52.6,high
113.0,7.08,0.0789,5.07,191.8,271.9,25.2,0,1,0,1,1,45.3,medium
157.9,8.57,0.0378,6.22,56.9,255.5,37.95,0,0,0,0,0,35.8,medium
164.1,2.8,0.2726,0.99,155.2,310.3,15.23,0,0,1,1,0,55.3,high
236.1,11.43,0.1492,3.4,77.9,331.6,32.58,1,1,0,0,0,54.8,high
208.4,12.08,0.1488,4.45,150.6,318.1,10.35,1,1,0,0,0,51.9,high
80.6,15.27,0.0527,4.9,87.3,390.9,7.22,0,1,0,0,1,31.5,medium
133.8,19.54,0.4772,6.98,72.1,259.7,18.33,0,1,0,1,0,51.4,high
173.5,12.77,0.4168,4.94,192.6,274.5,19.77,0,1,1,1,0,65.1,high
236.8,3.12,0.0658,4.53,57.8,333.5,38.17,1,0,0,0,0,29.7,low
238.5,2.68,0.4395,6.93,156.5,320.1,23.27,1,0,0,1,0,48.8,medium
177.7,15.77,0.3446,0.89,141.4,200.4,4.52,1,1,1,1,1,71.4,high
88.1,13.36,0.1695,0.98,74.6,262.5,31.88,1,1,0,1,0,46.0,medium
130.3,4.08,0.4369,4.14,102.5,250.8,23.73,0,0,0,1,0,50.2,high
121.1,5.81,0.303,2.83,45.7,368.0,16.92,0,0,0,1,1,23.9,low
247.4,15.25,0.4258,1.13,185.8,373.2,40.21,1,1,1,0,0,66.9,high
103.2,11.76,0.2399,2.49,194.3,256.8,8.14,0,1,0,0,0,51.5,high
171.6,12.12,0.2553,4.88,151.8,220.4,45.7,1,1,1,0,0,67.5,high
221.0,4.99,0.1526,6.22,172.9,241.0,17.04,1,0,0,1,1,55.0,high
291.5,12.95,0.2,1.11,34.9,235.3,23.32,1,0,0,1,1,68.1,high
299.8,15.64,0.2882,4.01,89.1,247.5,46.5,1,1,0,0,1,73.1,high
288.7,17.82,0.4741,2.42,79.5,246.9,38.18,1,1,1,1,0,73.8,high
232.4,15.0,0.3041,4.84,121.7,296.0,4.18,1,1,1,1,0,67.0,high
239.1,11.95,0.0822,4.07,53.0,263.9,29.13,1,1,0,0,1,42.3,medium
242.2,13.79,0.0134,6.52,121.4,312.0,15.86,1,1,0,0,0,46.9,medium
267.0,10.22,0.427,0.74,137.8,268.8,25.67,1,1,1,1,1,68.0,high
288.4,5.31,0.1885,3.56,43.8,362.9,37.28,1,1,0,0,0,45.1,medium
167.0,17.76,0.1643,1.75,43.7,390.2,25.06,0,1,0,1,1,56.6,high
160.0,11.12,0.4024,3.99,26.4,280.8,4.02,0,1,1,1,0,38.2,medium
170.5,12.29,0.4732,6.05,157.0,209.9,26.73,1,0,0,1,1,66.6,high
218.4,19.81,0.3765,6.42,79.6,247.9,1.69,0,1,1,0,1,71.3,high
246.1,19.72,0.0952,3.09,60.6,220.4,17.75,1,1,0,0,1,65.7,high
268.9,12.14,0.2018,5.78,160.1,269.0,24.16,1,1,1,0,1,72.5,high
169.5,1.65,0.3821,2.32,45.8,329.0,32.41,0,0,1,1,1,30.7,medium
147.2,8.53,0.4544,0.54,96.9,303.8,25.56,0,0,0,1,0,51.9,high
296.0,18.81,0.4993,6.06,154.1,248.6,8.02,1,1,1,1,1,87.0,critical
115.7,6.48,0.2607,1.28,123.3,353.5,46.64,0,0,0,1,0,44.8,medium
113.3,19.99,0.413,0.61,119.7,226.3,32.69,0,1,0,1,0,60.5,high
231.7,2.6,0.0328,2.8,48.3,245.6,16.19,1,0,1,0,1,31.8,medium
103.1,11.79,0.1501,2.97,52.6,335.2,48.31,0,1,0,1,0,32.6,medium
155.9,10.79,0.192,1.0,124.9,239.4,44.19,0,1,1,1,0,46.1,medium
130.2,5.85,0.488,5.79,24.2,335.8,7.6,0,0,0,1,0,32.1,medium
100.5,19.02,0.0117,3.14,176.4,395.4,32.94,0,1,0,0,0,50.2,high
199.1,12.76,0.1609,3.68,83.1,366.3,28.22,0,1,1,0,0,44.1,medium
149.6,5.37,0.4659,2.22,95.0,232.0,10.04,0,0,0,1,0,46.8,medium
170.9,8.3,0.1603,3.82,66.5,304.1,12.06,1,1,0,0,0,35.0,medium
107.0,14.7,0.1203,5.48,177.8,284.5,28.41,0,1,0,0,0,53.2,high
244.3,6.66,0.3677,6.39,135.7,398.3,16.4,1,1,0,1,0,51.3,high
135.5,17.71,0.3752,6.81,101.0,392.9,41.82,0,1,1,1,0,53.0,high
142.3,4.15,0.2414,3.27,125.4,225.4,5.34,0,0,0,0,0,45.3,medium
120.5,6.03,0.474,6.94,88.5,381.7,45.74,0,0,0,1,0,36.5,medium
164.3,3.75,0.1093,2.42,103.8,238.7,42.11,0,0,0,0,0,35.8,medium
171.3,2.98,0.4576,0.55,84.4,263.9,37.06,0,0,1,1,0,40.3,medium
187.1,6.71,0.3802,5.49,93.9,270.7,13.5,1,0,1,1,0,54.1,high
292.2,19.98,0.1904,1.66,76.7,257.4,35.89,0,1,0,1,1,77.4,critical
277.1,2.79,0.4054,0.84,34.0,370.6,22.22,1,0,1,1,0,41.2,medium
206.3,5.05,0.0753,6.51,26.7,266.0,31.87,1,1,0,1,0,35.4,medium
69.3,6.16,0.0742,5.65,51.3,363.3,15.97,0,0,0,1,0,14.1,low
206.9,12.76,0.4657,1.17,65.3,398.9,41.87,0,1,1,1,0,51.6,high
81.5,15.16,0.0564,5.55,180.3,368.2,2.51,0,1,0,0,1,40.2,medium
230.5,15.29,0.012,5.99,130.0,269.2,34.73,1,1,0,0,1,57.9,high
153.6,1.16,0.2006,6.38,192.5,342.3,41.52,0,0,1,0,0,47.6,medium
261.0,13.39,0.0609,4.03,81.1,306.8,32.5,1,1,0,0,1,48.2,medium
286.2,12.98,0.4329,5.07,92.3,357.3,10.0,1,1,0,1,0,59.8,high
160.1,10.84,0.4621,5.45,149.6,230.6,14.61,0,1,0,1,0,55.6,high
170.5,8.2,0.2464,4.98,124.0,327.6,25.99,0,0,0,0,0,39.0,medium
201.6,16.15,0.2185,4.7,115.0,354.7,16.81,1,1,1,0,0,62.2,high
107.3,7.53,0.2741,4.06,123.6,352.2,0.74,0,0,0,0,0,41.2,medium
282.6,5.37,0.1208,3.61,125.1,392.7,2.51,1,1,0,0,1,59.2,high
163.9,6.89,0.156,6.97,157.8,211.7,38.5,1,0,0,0,0,46.0,medium
100.0,9.35,0.0595,2.69,140.3,269.2,4.64,0,0,0,0,0,33.0,medium
243.1,5.07,0.2288,1.07,192.3,295.3,46.44,1,0,1,1,1,63.1,high
112.6,12.54,0.3097,5.47,190.6,262.0,22.42,0,1,1,1,0,55.6,high
94.4,17.8,0.4658,1.89,95.9,262.0,38.03,0,1,0,1,0,53.4,high
195.1,12.31,0.3721,3.96,26.4,235.2,6.71,1,1,1,1,1,58.6,high
221.2,9.49,0.3643,1.12,22.0,362.6,46.36,0,1,1,1,0,45.7,medium
196.7,16.14,0.1609,4.53,42.2,381.6,2.17,0,1,0,0,0,52.5,high
217.6,15.21,0.4453,6.64,33.5,216.5,2.59,1,1,1,0,1,56.8,high
87.7,7.97,0.474,5.2,87.2,231.0,3.2,0,0,0,1,0,39.7,medium
174.2,12.48,0.4668,1.89,29.5,245.7,5.62,1,1,1,1,0,49.3,medium
145.7,14.87,0.029,6.81,132.5,301.8,24.6,1,1,0,0,0,54.0,high
293.6,5.66,0.3061,2.5,54.2,358.2,39.52,1,0,1,1,1,49.8,medium
71.9,7.96,0.3252,3.34,112.5,214.3,14.6,0,0,0,1,0,44.2,medium
131.6,3.01,0.1546,3.74,38.6,327.4,37.42,0,0,0,0,0,13.6,low
286.0,19.77,0.4963,6.94,169.0,229.9,38.82,1,0,1,1,1,77.1,critical
296.0,2.63,0.1527,0.95,160.4,394.3,45.46,1,0,0,1,0,41.4,medium
258.0,4.2,0.1161,5.03,89.6,379.8,7.89,1,0,0,0,0,41.2,medium
78.2,10.12,0.2472,2.85,183.9,389.9,7.21,0,1,0,0,0,37.2,medium
194.7,17.44,0.1683,1.01,53.4,221.2,6.54,1,1,0,1,1,65.1,high
156.0,7.76,0.4628,6.58,166.5,297.6,18.29,0,0,1,1,0,54.9,high
253.5,15.6,0.2256,4.33,118.3,233.0,24.73,1,1,1,0,1,68.5,high
73.2,13.84,0.211,5.4,79.3,320.1,23.35,0,1,0,0,0,34.3,medium
107.3,13.13,0.3167,2.06,35.2,246.5,13.22,1,0,0,1,1,37.2,medium
177.4,17.06,0.0497,5.45,50.8,354.1,31.29,1,0,0,0,0,54.6,high
97.8,1.27,0.3808,5.89,175.3,328.8,17.24,0,0,0,1,0,48.1,medium
226.3,18.65,0.3865,3.3,129.2,314.3,18.62,0,0,1,1,0,71.9,high
257.0,16.76,0.2423,4.22,62.7,365.0,5.72,1,1,1,0,1,48.9,medium
229.1,18.82,0.4783,6.82,109.3,300.1,29.82,1,1,1,1,0,68.5,high
165.7,16.08,0.2939,6.0,39.4,254.0,32.94,0,1,1,0,0,53.5,high
270.8,17.69,0.3507,3.39,37.8,324.1,38.02,1,1,1,1,1,61.7,high
93.0,4.86,0.4629,4.82,183.4,391.4,45.25,0,1,1,1,1,32.7,medium
122.5,7.07,0.3365,5.6,102.4,320.2,38.42,0,0,0,1,0,50.3,high
177.5,6.99,0.2216,0.66,85.1,325.9,12.17,0,0,1,1,0,38.0,medium
74.7,3.07,0.0221,4.32,190.8,387.0,12.16,0,0,0,0,0,24.6,low
83.0,14.86,0.3669,6.9,91.8,303.1,45.8,1,1,0,1,0,46.9,medium
155.4,3.59,0.4828,6.66,80.5,399.3,39.61,0,0,1,1,0,43.7,medium
286.5,2.0,0.2404,5.91,69.1,231.9,39.22,1,0,0,0,1,51.7,high
278.0,15.73,0.1765,1.19,121.7,307.4,36.13,1,1,0,1,1,60.1,high
171.8,18.19,0.2644,6.96,120.5,242.6,13.73,0,1,1,0,0,55.8,high
94.1,15.52,0.3669,4.46,22.9,290.7,42.45,0,1,0,1,0,31.6,medium
102.7,16.68,0.0103,1.95,137.7,234.1,7.57,0,1,0,1,0,49.9,medium
150.6,12.32,0.4447,4.88,161.9,244.5,17.83,0,1,1,0,0,59.0,high
110.4,17.87,0.4443,6.07,130.9,242.2,17.65,0,1,0,1,0,63.8,high
79.9,10.44,0.2752,1.23,176.6,264.0,28.23,0,1,0,1,0,45.9,medium
221.7,19.78,0.07,6.46,69.8,226.9,23.44,1,1,0,0,1,66.6,high
199.5,2.96,0.3392,6.48,54.6,361.9,23.26,0,1,0,1,0,40.6,medium
129.9,16.37,0.0775,0.59,145.5,244.1,27.9,0,1,0,1,0,51.8,high
246.9,13.19,0.2587,6.35,53.9,283.3,21.06,1,1,1,0,1,58.1,high
246.2,12.03,0.0559,6.65,36.4,203.2,12.87,1,1,1,1,1,58.4,high
177.8,14.79,0.2986,0.74,37.4,221.0,33.37,1,1,1,1,1,47.9,medium
83.2,16.97,0.1659,2.41,158.3,379.3,39.64,0,1,0,0,0,48.4,medium
280.4,17.39,0.4172,2.93,25.2,367.4,24.21,1,1,1,1,0,60.7,high
220.5,4.33,0.402,2.77,72.1,368.2,32.65,0,0,1,1,0,42.1,medium
119.3,4.74,0.4993,5.43,43.3,282.3,27.0,0,0,0,1,0,40.6,medium
206.5,1.31,0.1362,2.83,155.9,228.3,3.42,1,1,0,0,1,51.4,high
157.2,3.51,0.0403,6.72,110.6,221.6,21.44,1,0,1,0,0,40.7,medium
212.5,6.01,0.2271,6.97,57.0,321.1,0.99,1,1,1,0,1,43.8,medium
173.7,14.7,0.0509,2.56,155.1,365.6,33.26,0,1,0,0,0,50.7,high
176.5,10.04,0.0975,3.81,155.1,380.0,25.65,0,1,0,0,0,50.1,high
236.6,15.4,0.3027,4.13,114.1,257.7,6.78,1,1,1,1,1,59.3,high
207.3,10.24,0.3001,4.27,69.7,264.2,27.34,1,1,1,1,1,64.0,high
79.2,11.56,0.0312,2.93,125.5,220.2,44.97,0,1,0,0,0,49.0,medium
75.7,3.11,0.227,1.58,188.0,354.9,17.35,0,0,0,1,0,41.3,medium
133.2,15.75,0.2698,0.85,29.3,255.1,49.13,0,1,0,1,0,48.8,medium
163.3,15.4,0.1413,1.19,68.1,296.2,47.99,0,0,0,0,0,51.2,high
126.1,6.84,0.4373,6.36,71.3,385.8,39.37,0,0,0,1,1,29.1,low
216.4,7.24,0.0889,2.32,133.7,350.4,40.78,1,1,0,0,0,41.4,medium
106.8,5.17,0.1344,1.0,137.2,210.5,20.82,0,0,0,1,0,35.0,medium
229.0,16.46,0.0869,4.55,57.1,201.6,20.43,1,1,0,0,1,58.7,high
245.6,15.19,0.0671,0.99,58.9,357.5,47.74,0,1,0,1,0,51.0,high
89.8,12.57,0.4407,0.96,187.1,310.5,18.63,0,1,0,0,0,59.6,high
216.2,5.54,0.1462,4.54,156.1,344.1,5.3,1,0,0,0,0,44.3,medium
290.7,4.27,0.364,4.34,188.2,231.4,8.06,1,0,1,1,1,72.0,high
106.3,1.96,0.2197,0.77,169.3,374.4,35.66,0,0,0,1,0,31.3,medium
278.2,1.87,0.3216,3.49,92.4,354.7,19.46,1,0,1,1,0,45.4,medium
205.5,4.56,0.4648,3.33,41.9,378.2,10.37,0,0,1,1,0,45.0,medium
201.8,2.91,0.4239,4.05,133.3,268.2,40.78,0,0,1,1,0,53.1,high
72.5,11.57,0.0438,5.3,83.4,255.1,24.69,0,1,0,0,0,30.1,medium
239.6,7.8,0.4241,2.34,96.6,230.3,28.6,1,0,1,1,1,63.5,high
174.8,9.45,0.2314,3.31,96.7,386.0,8.12,0,0,1,0,0,44.6,medium
233.1,12.29,0.1816,5.65,188.6,235.4,10.04,1,1,0,0,1,56.6,high
254.2,13.52,0.3395,6.5,32.4,223.9,6.73,1,1,1,1,1,54.7,high
185.7,13.32,0.4756,6.29,54.8,238.5,25.97,1,1,1,1,0,54.2,high
123.3,5.96,0.0561,3.6,129.4,354.3,38.9,0,0,0,0,0,29.7,low
94.0,16.38,0.3864,3.89,179.1,377.9,36.75,1,1,1,1,0,63.1,high
98.5,18.44,0.1097,3.94,185.2,362.2,13.43,1,1,0,0,0,53.2,high
268.1,7.0,0.1963,6.15,120.6,312.6,42.65,1,1,0,0,1,57.1,high
89.7,1.32,0.4382,5.96,26.2,398.8,5.73,0,0,0,1,0,23.1,low
152.3,18.08,0.2774,2.52,85.3,213.8,6.15,1,1,1,0,0,62.4,high
140.2,18.55,0.0431,1.56,185.4,373.4,42.54,0,1,0,1,0,66.0,high
267.7,1.97,0.2589,2.96,110.0,285.5,12.6,1,1,1,0,1,53.1,high
174.6,1.09,0.3969,2.37,150.8,291.0,35.55,0,0,1,1,0,54.6,high
299.1,16.51,0.2692,6.68,68.5,225.5,0.95,1,0,1,0,1,72.8,high
236.9,6.73,0.0918,2.23,24.5,206.7,5.13,1,1,0,0,1,44.3,medium
264.2,18.38,0.2281,1.68,124.1,263.3,30.66,1,1,1,1,1,73.1,high
83.7,5.12,0.4629,6.35,170.3,235.0,9.53,0,0,0,1,0,34.1,medium
120.7,17.36,0.3325,1.06,198.2,296.7,1.9,0,1,0,1,0,61.9,high
92.5,2.3,0.3676,2.19,172.4,229.5,23.61,0,0,0,1,0,42.4,medium
171.3,5.95,0.3951,3.35,119.7,227.6,16.86,1,0,1,1,0,53.1,high
232.4,19.49,0.0544,4.37,129.6,375.4,40.21,1,0,0,0,0,62.4,high
100.6,5.39,0.295,2.63,168.3,384.3,41.03,0,0,0,0,0,41.8,medium
91.2,3.53,0.1942,3.73,23.6,392.8,30.91,0,0,0,0,1,13.4,low
207.5,17.28,0.0782,1.79,191.3,336.1,15.01,1,1,0,1,0,57.5,high
115.3,3.24,0.1093,4.23,115.6,354.2,23.35,1,0,0,0,0,25.1,low
175.0,2.85,0.3928,3.15,191.4,367.2,35.26,0,0,1,1,0,57.1,high
72.3,7.15,0.0891,6.02,157.6,331.8,3.93,1,0,0,0,0,29.9,low
223.3,13.07,0.1631,3.2,47.4,266.0,16.96,1,1,0,0,1,47.8,medium
189.9,14.5,0.1496,3.38,49.7,231.3,41.21,1,1,0,0,1,51.9,high
215.4,17.74,0.0338,4.35,83.7,247.5,20.6,0,1,0,0,1,50.5,high
126.1,11.28,0.2365,1.3,67.5,368.1,31.42,0,1,0,1,0,35.0,medium
126.9,8.47,0.3853,1.52,99.1,339.2,5.27,0,0,0,1,0,46.6,medium
252.3,7.82,0.0209,5.64,128.7,291.2,38.96,1,1,0,0,1,50.2,high
232.5,17.09,0.0652,2.28,98.6,205.9,5.47,1,1,0,0,1,71.5,high
199.1,14.75,0.3629,4.95,30.2,253.2,43.15,1,1,1,1,0,45.6,medium
210.8,18.2,0.3009,1.13,195.6,345.8,5.78,1,0,1,0,0,69.7,high
82.6,19.32,0.3605,5.84,96.5,302.5,44.6,0,1,0,1,0,50.7,high
265.5,6.7,0.1228,6.92,173.2,287.1,18.51,1,1,0,0,1,58.9,high
244.8,11.06,0.4038,2.93,33.3,262.7,31.41,0,1,1,1,1,48.7,medium
201.7,13.0,0.2451,3.79,165.8,321.4,42.4,1,1,1,0,0,58.0,high
280.5,4.11,0.309,3.38,51.2,393.3,1.01,1,0,1,1,0,48.7,medium
100.5,2.01,0.0552,6.31,142.3,380.2,13.65,0,0,0,0,0,27.3,low
224.8,17.49,0.1105,0.56,139.1,206.1,45.46,1,1,1,1,1,62.4,high
291.1,11.17,0.3889,4.75,183.8,296.2,19.71,1,1,1,0,1,83.5,critical
134.4,11.84,0.1197,4.74,77.7,265.9,35.47,0,1,0,0,0,43.7,medium
63.7,11.54,0.0553,2.99,39.6,302.1,7.43,0,1,0,0,0,32.6,medium
236.4,15.34,0.3026,1.93,175.6,321.2,34.08,1,0,1,1,0,73.2,high
61.7,3.76,0.2785,2.06,79.7,240.0,4.12,0,0,0,0,0,30.1,medium
269.4,12.67,0.3079,5.7,61.9,356.3,36.01,1,1,0,1,0,52.8,high
73.5,9.92,0.313,0.93,107.5,295.0,16.53,0,0,0,1,0,41.7,medium
216.7,18.04,0.2551,4.16,46.3,398.4,23.56,0,1,1,0,0,50.5,high
150.5,10.87,0.2519,2.49,73.5,205.0,8.73,1,1,1,0,1,50.2,high
108.8,18.92,0.4628,2.22,89.4,237.9,31.58,0,1,0,1,0,58.0,high
275.6,7.71,0.2716,3.79,69.9,337.9,17.21,1,0,1,0,1,57.1,high
239.1,19.37,0.3125,6.34,101.0,339.0,19.48,1,1,1,1,0,61.1,high
141.7,17.63,0.1408,4.52,89.2,316.4,32.78,0,1,0,0,0,54.7,high
128.2,12.1,0.4368,5.63,159.4,394.4,9.35,0,1,1,1,0,55.9,high
236.6,7.72,0.0219,4.4,185.3,283.1,42.67,1,1,0,1,1,55.5,high
260.8,8.14,0.283,5.04,38.2,283.4,37.09,1,1,1,0,1,53.8,high
231.8,15.68,0.1981,3.31,168.2,382.1,29.1,1,1,0,0,1,66.3,high
213.6,12.03,0.3059,6.52,187.7,307.7,6.85,1,1,1,1,0,68.1,high
114.7,8.63,0.1865,3.76,143.6,270.7,34.51,0,0,0,0,0,48.2,medium
264.7,13.09,0.3617,4.09,199.4,343.8,1.4,1,1,1,1,0,72.4,high
239.9,14.93,0.02,3.91,80.3,323.9,40.32,1,1,0,0,0,51.0,high
184.1,1.44,0.2089,2.56,169.5,261.3,15.54,1,0,1,0,0,43.5,medium
182.8,2.71,0.4173,2.0,141.3,259.6,6.3,1,0,0,1,0,48.3,medium
196.6,2.8,0.1326,0.98,78.2,279.1,8.64,1,0,0,1,0,42.4,medium
258.8,5.41,0.0358,5.17,146.8,214.3,48.18,0,0,0,0,1,58.2,high
238.1,9.11,0.2533,2.38,111.7,388.5,38.8,1,1,1,0,0,56.9,high
265.5,16.27,0.4885,3.03,54.0,236.6,12.27,1,1,1,1,1,73.7,high
181.7,7.67,0.0414,6.48,51.3,238.8,48.19,1,0,0,1,0,38.7,medium
209.9,1.33,0.0443,4.18,148.4,329.4,7.44,1,0,0,0,0,50.8,high
265.1,10.18,0.3016,1.13,148.1,344.8,36.81,1,1,1,1,0,61.6,high
115.8,19.94,0.1325,5.7,115.5,347.4,33.01,0,1,0,0,0,50.2,high
166.6,7.63,0.211,2.16,110.3,275.0,41.16,0,0,1,0,0,47.8,medium
209.0,19.26,0.4169,4.09,52.4,374.7,19.39,0,1,1,1,0,61.9,high
279.6,2.93,0.1074,3.81,97.3,308.8,20.39,1,0,0,0,1,43.2,medium
63.8,4.29,0.3625,2.05,176.9,287.7,31.42,0,1,0,1,0,40.1,medium
111.0,14.76,0.2572,1.25,173.9,362.1,20.21,0,1,0,1,1,51.3,high
116.3,10.52,0.4534,1.87,139.0,248.7,2.55,0,1,0,1,0,54.1,high
138.4,15.54,0.4868,1.13,199.5,372.0,36.62,0,1,0,1,0,68.0,high
127.6,17.41,0.2476,2.29,180.8,307.8,32.23,0,0,0,0,0,59.7,high
201.6,5.77,0.2965,6.98,46.1,380.0,21.47,0,0,1,0,0,41.5,medium
