temperature_C,pressure_atm,catalyst_type,catalyst_conc_mol_L,scale_mL,time_min,conversion_pct,yield_pct,rate_constant,activation_energy_J_mol,heat_dissipation_W_m2
183.5,7.79,Amberlyst-15,0.0823,50000,111.4,97.98,89.06,203.902517,74419.0,888.6
193.4,5.67,p-TSA,0.0908,2000,58.9,97.49,87.58,459.908793,76542.0,862.4
211.2,12.08,Amberlyst-15,0.0566,2000,110.7,99.5,94.27,467.808161,77827.0,916.5
229.1,7.32,Amberlyst-15,0.051,2000,60.6,99.5,94.39,849.873834,74492.0,947.4
124.2,3.57,Ti(OBu)4,0.0128,5000,19.4,43.51,41.13,1.959595,73700.0,748.3
131.4,12.97,Ti(OBu)4,0.0891,1000000,10.4,92.98,85.69,19.791647,75641.0,829.3
77.9,13.36,p-TSA,0.0112,500000,27.2,3.9,3.47,0.115298,72853.0,718.9
169.9,7.53,Amberlyst-15,0.095,500000,144.7,95.91,93.14,139.073528,74653.0,890.2
66.8,2.06,Ti(OBu)4,0.054,50000,173.4,37.57,34.97,0.164455,74984.0,603.8
148.5,6.43,H2SO4,0.0408,50000,82.6,95.95,88.34,22.705928,74944.0,769.7
163.1,12.25,Amberlyst-15,0.0932,50000,97.2,94.7,88.91,101.890198,75177.0,869.7
114.4,13.62,H2SO4,0.0122,1000000,35.0,49.16,44.21,1.165228,73331.0,782.5
172.3,3.85,p-TSA,0.0623,500,103.7,99.5,88.88,120.927743,73546.0,776.3
65.8,1.94,Amberlyst-15,0.0594,50000,34.6,6.09,5.61,0.13615,73506.0,590.0
67.1,13.28,p-TSA,0.0297,2000,113.9,20.93,18.89,0.131647,71760.0,550.4
216.3,6.45,p-TSA,0.0486,50000,168.7,95.71,86.56,577.627787,75684.0,987.6
128.4,8.58,p-TSA,0.0687,2000,43.3,98.01,95.0,16.086529,76789.0,656.3
84.1,14.55,p-TSA,0.0754,5000,140.0,92.21,86.04,1.138028,76593.0,567.2
159.2,1.93,p-TSA,0.0101,500,14.0,90.86,84.35,10.555347,74475.0,732.2
206.3,10.08,Amberlyst-15,0.0943,500,73.8,99.02,93.97,627.178765,73378.0,870.5
101.0,2.04,H2SO4,0.0248,1000000,28.8,31.43,30.65,0.885764,76489.0,808.4
178.3,6.26,Amberlyst-15,0.031,1000000,69.9,94.71,84.4,65.764119,76278.0,955.0
76.2,12.25,Amberlyst-15,0.0337,500000,39.5,13.02,12.55,0.235376,75435.0,705.7
69.8,7.07,Amberlyst-15,0.0134,5000,73.5,5.27,4.95,0.042893,78489.0,511.1
161.0,14.96,Ti(OBu)4,0.0211,1000000,81.0,96.79,86.59,23.54209,74947.0,962.8
162.7,8.83,Ti(OBu)4,0.0988,2000,61.1,99.5,90.52,111.691904,74486.0,790.0
181.1,5.5,Amberlyst-15,0.0384,5000,121.6,96.11,89.22,87.936749,74200.0,836.2
198.0,4.08,H2SO4,0.0204,500,166.2,99.5,94.44,97.677922,71878.0,824.9
245.4,5.91,Amberlyst-15,0.0196,2000,78.1,99.5,89.97,494.247569,76323.0,945.4
158.1,6.22,p-TSA,0.0748,5000,42.7,97.85,91.34,80.047787,74789.0,755.6
121.4,1.96,Ti(OBu)4,0.0869,500,56.0,97.75,92.71,10.11,76020.0,695.7
211.1,6.17,Ti(OBu)4,0.0331,1000000,155.2,95.06,87.92,292.421517,78684.0,998.0
111.5,7.5,Amberlyst-15,0.0119,2000,107.2,73.42,70.95,0.773055,74218.0,613.4
143.4,11.12,Amberlyst-15,0.0301,2000,87.4,97.41,94.19,12.504223,70324.0,702.5
74.9,10.19,H2SO4,0.0151,500,35.4,3.6,3.34,0.101699,75962.0,486.3
64.8,10.92,H2SO4,0.0193,2000,86.5,8.1,7.91,0.060341,75334.0,527.6
242.9,1.12,p-TSA,0.0488,1000000,57.3,94.7,84.05,1518.785341,73535.0,1139.9
218.8,4.05,Amberlyst-15,0.0307,1000000,170.3,94.42,83.12,272.633429,75795.0,1028.8
192.2,10.26,Amberlyst-15,0.0564,1000000,160.3,94.92,87.15,237.728901,76572.0,939.4
137.7,7.78,Amberlyst-15,0.0328,500,24.3,96.1,90.35,8.353576,73107.0,688.0
92.9,1.07,Ti(OBu)4,0.0946,50000,97.8,91.39,86.18,1.725814,74397.0,665.6
89.7,12.26,p-TSA,0.0915,50000,48.3,79.81,74.03,2.070834,77954.0,689.3
107.5,11.82,H2SO4,0.061,2000,79.8,97.99,87.45,3.989798,73557.0,620.3
164.4,8.68,Ti(OBu)4,0.0419,1000000,159.1,92.54,83.01,44.075001,75133.0,903.1
195.8,1.93,Ti(OBu)4,0.0443,2000,99.7,98.39,94.97,192.860534,69751.0,850.0
185.4,11.73,Ti(OBu)4,0.0471,500,66.8,98.39,95.13,164.357302,72036.0,801.2
113.2,9.17,Ti(OBu)4,0.0755,2000,45.3,98.54,93.35,6.442742,75315.0,636.2
241.4,11.95,p-TSA,0.0506,500000,146.1,95.98,90.84,1695.679188,77456.0,1071.9
200.2,11.52,Amberlyst-15,0.0871,50000,116.2,94.51,88.82,474.619235,72276.0,879.9
165.3,12.24,H2SO4,0.095,2000,89.6,99.5,89.58,133.115547,75149.0,761.4
176.2,8.25,H2SO4,0.0402,2000,47.0,97.43,89.91,87.938086,74249.0,827.1
139.7,2.96,Ti(OBu)4,0.0605,5000,66.8,99.5,94.48,18.718618,76906.0,759.8
107.1,10.4,Ti(OBu)4,0.0186,2000,173.2,94.34,88.09,1.010575,72564.0,618.6
127.6,9.69,p-TSA,0.028,500000,98.4,93.63,82.57,6.600533,75860.0,843.0
204.0,11.39,Ti(OBu)4,0.0472,50000,78.1,95.29,92.94,341.110509,73693.0,944.1
62.7,3.38,H2SO4,0.0286,5000,98.6,10.66,10.29,0.067722,75446.0,501.7
82.1,3.73,H2SO4,0.0889,500,142.4,87.39,79.18,0.901919,75138.0,490.5
68.7,13.47,Amberlyst-15,0.0242,500,67.8,9.62,9.06,0.094104,74496.0,543.3
67.7,11.5,Amberlyst-15,0.051,50000,40.4,12.99,12.63,0.179021,75956.0,593.1
222.5,13.72,H2SO4,0.0645,500,109.4,98.95,88.03,936.918878,75087.0,854.9
193.7,11.62,H2SO4,0.0723,500000,123.1,95.59,88.93,345.781866,74734.0,901.4
150.1,9.36,p-TSA,0.0445,2000,131.2,99.5,92.1,33.252187,74287.0,728.4
78.6,10.16,p-TSA,0.0882,50000,159.9,88.31,81.33,0.886896,75155.0,643.6
153.4,13.45,H2SO4,0.0611,5000,73.1,96.09,92.59,49.031075,75444.0,747.5
150.0,9.1,Ti(OBu)4,0.0496,2000,22.8,99.5,91.35,32.020596,73022.0,708.4
92.9,9.85,Amberlyst-15,0.0161,500,172.9,58.95,52.25,0.356086,74301.0,550.7
142.4,3.19,H2SO4,0.0518,500,84.0,99.5,88.22,20.810579,72890.0,728.3
135.7,7.63,Ti(OBu)4,0.0839,5000,116.0,97.27,86.01,24.148323,74920.0,682.4
177.0,11.03,H2SO4,0.0653,500000,123.3,99.5,91.63,164.680413,73815.0,908.2
180.7,4.79,Amberlyst-15,0.0849,5000,102.9,99.5,94.71,166.984586,76542.0,872.9
68.6,3.83,Amberlyst-15,0.0545,50000,44.9,10.48,9.44,0.171669,76345.0,621.3
131.2,5.39,p-TSA,0.0207,5000,138.4,98.53,93.08,5.643637,73155.0,718.3
178.9,4.38,p-TSA,0.0112,500,146.6,99.5,94.4,29.303272,74995.0,762.8
155.6,4.01,p-TSA,0.0373,500000,104.0,96.68,87.54,31.668185,76277.0,874.9
222.7,6.95,p-TSA,0.0728,500000,93.1,96.16,90.4,1188.137683,74649.0,1025.6
185.2,13.71,Amberlyst-15,0.0811,1000000,29.4,96.93,91.93,247.797833,73544.0,937.1
91.0,8.1,Ti(OBu)4,0.0366,5000,24.3,24.19,22.41,0.670776,72815.0,579.9
73.4,3.63,Ti(OBu)4,0.0546,50000,67.7,25.41,23.21,0.304793,76709.0,642.0
182.1,2.08,Ti(OBu)4,0.0479,500,62.8,99.48,93.7,114.49187,76805.0,788.3
65.0,10.75,H2SO4,0.0469,2000,172.1,35.66,34.86,0.139902,74584.0,537.1
171.3,6.36,p-TSA,0.0308,500000,143.2,96.05,88.62,60.904713,76532.0,917.7
238.6,12.51,p-TSA,0.0223,5000,122.2,98.94,90.94,740.95946,69070.0,994.8
169.3,10.23,Amberlyst-15,0.0277,1000000,98.0,96.24,89.16,39.749014,77655.0,915.7
133.8,12.15,Amberlyst-15,0.015,50000,38.5,85.01,75.46,3.815861,74686.0,754.9
182.2,4.81,H2SO4,0.0278,50000,176.3,97.47,91.16,72.732598,75284.0,866.1
147.1,10.69,H2SO4,0.0108,500,73.8,99.5,90.83,6.710719,74359.0,660.2
163.7,4.7,Ti(OBu)4,0.0665,500000,28.2,98.0,87.43,76.283519,77791.0,860.5
238.9,14.15,Amberlyst-15,0.0385,500,93.9,97.71,90.54,985.264383,72879.0,921.2
133.4,9.91,p-TSA,0.0976,1000000,158.6,97.38,85.73,31.545941,77949.0,785.3
242.6,5.54,Ti(OBu)4,0.0274,2000,160.8,99.21,91.29,764.577765,75793.0,930.1
232.0,4.77,p-TSA,0.0411,2000,11.9,99.5,88.61,870.305204,76245.0,976.4
97.2,3.67,Ti(OBu)4,0.0422,2000,160.7,96.88,85.49,1.108171,74342.0,614.8
73.2,10.72,p-TSA,0.0108,50000,56.2,7.27,6.99,0.078168,72384.0,604.3
79.1,4.06,H2SO4,0.0855,500000,16.6,17.45,16.96,0.755292,76861.0,751.0
63.5,9.33,Ti(OBu)4,0.0129,500,154.1,8.58,7.72,0.031446,75623.0,444.2
77.9,4.7,p-TSA,0.0946,500,156.9,87.74,81.94,0.836472,77723.0,559.1
189.8,10.27,p-TSA,0.0903,1000000,111.4,95.01,86.25,421.595488,74612.0,971.1
73.5,12.41,Amberlyst-15,0.0582,2000,107.7,41.08,38.18,0.298071,74162.0,572.4
120.6,11.89,Ti(OBu)4,0.0589,500000,148.2,95.43,88.15,7.891191,77776.0,789.7
220.5,11.65,p-TSA,0.0688,500000,143.7,92.0,83.43,1196.088947,78824.0,980.1
64.4,3.63,Amberlyst-15,0.0448,1000000,161.3,23.31,22.15,0.103633,75019.0,663.9
214.7,2.24,p-TSA,0.0683,5000,104.0,98.32,87.76,753.35805,73494.0,931.9
113.6,10.79,Ti(OBu)4,0.014,500000,174.5,92.07,81.51,1.228779,76621.0,703.1
82.5,6.16,H2SO4,0.0149,500000,179.3,36.71,35.13,0.157567,74492.0,749.4
192.4,7.05,Ti(OBu)4,0.0512,500,29.8,97.85,92.62,217.31402,76199.0,825.2
179.5,1.44,Ti(OBu)4,0.0595,1000000,154.4,97.94,91.07,137.55209,74481.0,968.9
226.7,4.63,p-TSA,0.0899,500000,95.0,95.35,88.36,1471.7144,78128.0,1016.8
199.7,1.47,p-TSA,0.0194,500000,75.9,95.28,88.59,123.735117,73601.0,1004.8
212.7,13.31,Ti(OBu)4,0.084,500,114.2,98.55,91.03,804.628356,75961.0,899.3
113.6,4.41,Amberlyst-15,0.0289,500000,19.5,45.39,41.73,2.102337,74023.0,776.5
93.7,8.8,Amberlyst-15,0.0455,500,96.1,80.31,74.68,0.921465,74437.0,569.0
202.6,1.55,Amberlyst-15,0.0385,5000,158.1,99.5,92.82,184.576773,74176.0,864.7
213.3,10.34,p-TSA,0.046,50000,46.3,98.28,93.29,583.815768,76477.0,961.7
248.2,5.52,p-TSA,0.0235,500,82.5,99.5,94.64,935.967025,76837.0,940.1
138.4,13.57,Ti(OBu)4,0.0553,500,169.7,99.46,91.28,19.191607,76115.0,698.1
130.7,13.43,H2SO4,0.0821,500000,82.9,93.32,85.99,19.430005,74784.0,786.2
207.5,5.55,p-TSA,0.0497,500,70.9,99.5,91.28,445.077615,75280.0,870.7
124.8,13.61,Ti(OBu)4,0.0542,1000000,84.9,94.69,88.41,8.770049,76795.0,786.7
236.8,14.95,Ti(OBu)4,0.0864,2000,98.3,99.5,92.07,2099.656805,76859.0,949.3
223.1,12.56,H2SO4,0.0735,2000,117.4,99.5,96.41,1179.346504,69619.0,941.3
141.5,12.83,Amberlyst-15,0.0541,5000,146.1,99.5,94.49,19.612339,74456.0,717.6
202.7,4.49,Ti(OBu)4,0.0332,500,86.9,99.5,96.5,204.884517,74551.0,861.1
203.4,9.07,Ti(OBu)4,0.0896,1000000,149.0,94.36,89.73,648.925089,76339.0,1025.0
79.6,1.94,Ti(OBu)4,0.0619,500000,100.7,50.03,48.88,0.474748,74866.0,675.8
231.5,2.33,Amberlyst-15,0.0299,500000,67.5,97.58,92.07,461.546674,76438.0,1098.5
156.0,14.98,Amberlyst-15,0.0342,50000,121.9,99.04,96.7,30.916252,72843.0,827.3
217.0,5.57,H2SO4,0.0823,5000,132.0,96.45,86.4,875.20822,75520.0,960.6
120.8,11.47,p-TSA,0.014,1000000,104.9,95.43,84.48,2.378576,76800.0,855.8
230.1,12.29,Amberlyst-15,0.0993,1000000,19.6,95.62,89.68,1821.074193,72051.0,1068.1
133.9,13.01,p-TSA,0.0217,500000,38.9,95.0,92.94,7.813422,80027.0,839.2
62.1,14.97,p-TSA,0.0816,50000,58.5,23.45,21.61,0.26674,77382.0,571.0
232.0,4.38,Amberlyst-15,0.0455,500000,58.0,97.52,87.88,749.879995,75003.0,1034.0
77.3,1.56,Ti(OBu)4,0.0543,50000,124.5,51.37,47.89,0.34301,73343.0,622.4
120.7,6.76,H2SO4,0.0893,2000,13.1,91.65,86.6,12.04429,74650.0,625.8
240.5,2.82,p-TSA,0.0472,1000000,138.5,95.97,87.48,1428.813721,75168.0,1073.2
240.6,1.31,Ti(OBu)4,0.0584,2000,55.1,98.5,93.72,1422.431425,75881.0,984.3
169.0,6.05,Amberlyst-15,0.0144,500000,62.7,95.42,93.27,18.960059,78001.0,891.9
180.0,11.97,p-TSA,0.0102,5000,99.7,97.15,94.2,31.807947,74048.0,856.4
145.2,8.93,p-TSA,0.032,500,46.7,99.5,90.46,18.928712,76125.0,706.9
115.7,5.38,p-TSA,0.0713,5000,160.4,97.95,89.4,7.997063,72415.0,729.8
122.4,10.16,Ti(OBu)4,0.0209,5000,24.5,68.47,62.79,3.139172,74173.0,706.8
187.8,4.25,Ti(OBu)4,0.0202,500,85.5,99.5,91.49,64.597971,75753.0,837.8
203.0,1.2,Ti(OBu)4,0.047,1000000,154.4,94.56,84.16,274.161243,76383.0,1019.4
210.4,11.7,p-TSA,0.0683,2000,114.7,99.5,95.14,716.219788,73494.0,900.4
210.0,9.73,p-TSA,0.0741,2000,59.7,96.66,88.6,832.284297,74118.0,925.1
77.3,11.67,H2SO4,0.0261,1000000,81.5,23.74,22.98,0.204887,77921.0,713.4
153.9,1.55,H2SO4,0.0172,500,130.1,99.5,96.78,12.343291,77324.0,726.1
70.9,12.72,Ti(OBu)4,0.0946,50000,175.5,71.54,63.13,0.437103,75417.0,618.5
164.4,9.67,Ti(OBu)4,0.0335,5000,161.8,98.24,96.16,44.391829,70527.0,812.1
143.9,8.89,Amberlyst-15,0.0868,500000,68.2,93.12,88.56,35.627978,80022.0,824.5
228.7,9.74,Ti(OBu)4,0.0877,2000,179.7,99.5,92.74,1491.616499,74960.0,915.3
126.7,13.1,H2SO4,0.0795,1000000,10.6,90.34,83.02,16.507586,74375.0,859.4
82.2,9.22,H2SO4,0.0252,500000,14.7,7.13,6.64,0.274214,73955.0,746.5
87.2,9.13,H2SO4,0.084,500,150.1,97.97,89.39,1.380168,75753.0,525.0
204.7,14.87,p-TSA,0.0792,500000,43.9,95.8,90.27,737.522736,75773.0,976.6
177.5,11.59,p-TSA,0.0637,500000,20.3,96.22,85.57,166.758738,76901.0,962.9
79.2,7.19,Ti(OBu)4,0.0403,5000,50.3,24.28,22.88,0.317375,73148.0,599.0
76.0,10.9,Amberlyst-15,0.0336,500,82.4,26.0,23.6,0.204593,74375.0,545.2
193.2,6.45,Amberlyst-15,0.021,500000,134.2,93.13,82.12,85.369204,79061.0,994.8
73.8,4.2,Amberlyst-15,0.0559,2000,116.1,38.24,35.76,0.275254,75449.0,542.4
216.2,9.36,p-TSA,0.0627,500,50.4,99.5,93.32,910.772183,74655.0,885.2
194.2,13.99,H2SO4,0.0423,2000,95.6,95.41,88.03,242.827598,73117.0,858.1
75.5,14.01,H2SO4,0.0528,1000000,167.5,62.86,55.77,0.379917,76012.0,662.9
76.1,5.79,p-TSA,0.0427,1000000,148.6,55.09,53.4,0.32944,77062.0,699.8
247.5,8.39,Amberlyst-15,0.0677,50000,64.9,96.86,91.16,1963.396732,76749.0,1090.7
131.1,3.96,Amberlyst-15,0.0911,1000000,177.0,94.44,84.2,16.450941,74482.0,817.8
130.4,14.94,Ti(OBu)4,0.0248,500000,130.5,95.69,89.1,5.435929,75723.0,815.6
214.4,14.74,Ti(OBu)4,0.0443,500,20.6,99.47,92.48,502.57924,78343.0,877.2
240.0,10.09,Amberlyst-15,0.0227,1000000,16.0,95.09,84.26,502.346052,77142.0,1091.4
247.3,12.26,p-TSA,0.0662,2000,38.6,98.07,92.25,2814.108315,73432.0,1003.7
203.1,11.01,Amberlyst-15,0.0756,500000,133.7,97.16,93.36,515.872702,69908.0,972.4
131.5,9.3,Ti(OBu)4,0.0939,1000000,41.2,97.18,92.8,21.434779,75594.0,868.7
75.9,1.75,Amberlyst-15,0.0351,5000,97.0,25.12,22.61,0.185653,76597.0,593.4
207.7,7.37,p-TSA,0.0955,2000,25.9,97.02,93.74,936.46038,72822.0,856.1
166.1,10.45,H2SO4,0.0157,2000,166.6,98.31,89.88,23.171352,74982.0,831.2
140.6,10.49,p-TSA,0.0643,50000,68.5,96.72,94.27,30.824341,74473.0,791.5
232.2,6.22,p-TSA,0.0151,5000,164.4,99.26,88.06,339.995331,75209.0,943.8
81.1,14.18,Ti(OBu)4,0.0904,50000,170.6,89.24,82.87,0.952975,73911.0,670.9
153.6,3.34,p-TSA,0.0577,1000000,11.0,93.88,88.22,44.46856,77581.0,898.8
62.2,8.01,p-TSA,0.0702,5000,88.9,25.37,22.96,0.202185,75296.0,487.2
149.0,10.67,Ti(OBu)4,0.0848,2000,14.2,99.5,95.24,46.918652,73242.0,721.9
70.7,10.76,Ti(OBu)4,0.0235,50000,164.5,24.26,22.87,0.115006,76835.0,620.1
82.6,10.08,H2SO4,0.0135,500000,98.1,19.62,17.31,0.145967,72472.0,626.6
82.3,4.85,Amberlyst-15,0.0891,5000,22.7,30.46,28.66,0.829779,77569.0,593.3
183.3,3.19,p-TSA,0.0383,2000,28.7,99.5,92.45,120.601687,76982.0,828.2
201.7,9.9,Ti(OBu)4,0.0216,500,75.2,99.5,89.51,129.890102,77780.0,803.8
170.8,9.39,H2SO4,0.0522,5000,169.8,99.5,97.47,95.622635,74684.0,820.2
242.8,3.51,Amberlyst-15,0.0638,5000,127.8,98.31,95.34,1551.256796,74008.0,992.2
131.2,10.87,Ti(OBu)4,0.0128,1000000,157.5,96.32,87.58,2.964564,75168.0,792.3
114.3,7.37,Amberlyst-15,0.0347,500000,72.3,91.67,85.63,2.712552,74831.0,798.2
225.0,10.35,Amberlyst-15,0.013,1000000,17.3,95.19,86.78,160.960094,73695.0,1087.7
102.5,12.72,p-TSA,0.0478,5000,175.6,98.28,94.1,2.396054,73893.0,632.5
243.0,3.38,p-TSA,0.0906,5000,12.9,96.33,93.73,3041.379483,74267.0,986.5
62.3,1.27,Ti(OBu)4,0.0984,500000,171.1,44.56,40.81,0.198679,72660.0,662.5
244.3,11.91,Amberlyst-15,0.0673,500000,72.7,94.09,90.38,1723.46613,76356.0,1089.6
68.2,9.54,Ti(OBu)4,0.0245,50000,11.7,0.0,0.0,0.089312,74895.0,547.5
229.3,10.79,Ti(OBu)4,0.0915,2000,127.2,98.78,90.84,1609.285597,74383.0,953.0
160.3,12.73,Amberlyst-15,0.0565,2000,176.7,97.65,95.1,54.553393,72779.0,741.3
248.7,12.24,Ti(OBu)4,0.0238,50000,174.2,96.92,90.24,859.050551,72679.0,1044.9
74.0,14.45,Amberlyst-15,0.093,2000,37.4,28.83,26.72,0.533447,78872.0,593.8
165.2,8.5,Amberlyst-15,0.0782,5000,40.8,99.5,94.25,89.610518,73745.0,794.0
244.2,7.84,Amberlyst-15,0.0759,50000,106.1,98.22,89.0,2128.279042,76221.0,1045.4
159.4,6.63,Amberlyst-15,0.0738,50000,118.3,96.54,88.09,63.570021,75325.0,848.7
179.6,3.15,H2SO4,0.028,2000,135.7,99.17,96.51,67.690188,69450.0,829.2
192.2,9.02,Amberlyst-15,0.029,500,40.8,99.5,94.31,117.279341,78585.0,787.9
146.4,4.88,p-TSA,0.0719,2000,173.0,96.46,92.86,40.81569,76368.0,729.1
179.2,13.9,p-TSA,0.0298,1000000,118.6,95.9,87.0,89.659595,73465.0,949.2
171.0,9.16,p-TSA,0.0495,500,154.0,97.81,91.4,107.970866,74943.0,770.7
231.2,9.3,Amberlyst-15,0.0804,50000,101.8,99.5,97.23,1393.158891,72702.0,1021.7
68.6,5.97,p-TSA,0.0806,500,80.4,37.46,34.16,0.359912,78652.0,584.2
113.4,1.73,H2SO4,0.0508,5000,176.1,98.22,88.01,3.723913,73185.0,633.1
240.6,1.44,Ti(OBu)4,0.0813,500000,109.0,94.35,87.84,1821.658279,73954.0,1115.8
229.2,6.93,Amberlyst-15,0.0855,500,157.4,99.06,91.01,1367.784495,73541.0,943.3
146.6,2.18,p-TSA,0.0689,1000000,172.1,98.46,88.22,40.223133,75161.0,881.2
177.8,9.5,H2SO4,0.0306,500000,124.8,96.91,93.89,77.639033,77741.0,910.0
112.7,13.33,Ti(OBu)4,0.0347,5000,103.3,95.54,93.54,3.04544,78579.0,716.6
95.7,13.36,H2SO4,0.0383,1000000,10.6,19.93,18.67,1.197785,74202.0,673.6
148.1,10.23,p-TSA,0.0205,500000,16.8,95.52,91.45,14.327376,75757.0,834.7
127.1,3.96,H2SO4,0.0346,5000,44.1,96.96,93.66,6.036793,75164.0,737.9
170.9,13.08,Ti(OBu)4,0.0289,500000,41.6,95.96,91.17,55.153497,73037.0,901.1
74.8,13.41,p-TSA,0.051,500000,53.3,29.02,25.67,0.400482,79845.0,719.8
245.1,3.75,Ti(OBu)4,0.0918,2000,61.8,99.5,89.13,2634.656831,77726.0,932.5
247.4,11.32,H2SO4,0.0194,1000000,71.2,93.85,83.26,679.629226,75378.0,1085.1
192.7,5.01,Amberlyst-15,0.0748,1000000,81.5,95.27,83.93,262.797633,78164.0,965.7
161.9,12.24,Amberlyst-15,0.0719,500,26.8,99.36,90.48,74.075223,77424.0,752.1
118.8,14.96,Amberlyst-15,0.0186,1000000,17.2,40.52,37.25,1.99512,75164.0,790.4
214.6,1.42,Amberlyst-15,0.093,1000000,124.6,98.34,88.91,785.741625,75652.0,1021.8
190.1,13.56,Ti(OBu)4,0.0612,500000,101.3,93.73,83.09,240.461232,78024.0,1002.8
90.9,9.72,Amberlyst-15,0.0427,50000,85.5,64.07,59.78,0.754844,73108.0,707.6
233.1,14.63,Ti(OBu)4,0.0781,2000,117.9,96.49,87.54,1760.012546,78347.0,935.3
216.3,7.51,p-TSA,0.0332,500,150.7,99.4,95.39,394.678853,74550.0,824.4
240.5,12.86,Amberlyst-15,0.0724,2000,82.7,99.5,87.64,1783.107347,78049.0,901.5
197.9,1.87,Ti(OBu)4,0.0136,500,119.0,98.76,95.23,65.261134,74990.0,836.8
176.5,5.69,Amberlyst-15,0.0855,5000,172.1,99.38,96.94,160.603152,75675.0,846.0
139.5,1.94,Amberlyst-15,0.0503,500000,152.7,95.1,90.5,14.075829,74931.0,835.5
237.2,14.65,Amberlyst-15,0.0673,1000000,82.4,96.79,92.27,1611.529438,73936.0,1090.9
224.6,12.44,Ti(OBu)4,0.0299,1000000,119.6,97.09,94.5,474.243768,74460.0,1037.2
68.6,12.94,H2SO4,0.0709,50000,40.1,17.1,15.41,0.306939,77758.0,626.1
65.0,14.13,Amberlyst-15,0.0795,2000,105.3,32.46,31.79,0.227959,70372.0,577.9
131.5,2.19,Amberlyst-15,0.0526,2000,176.8,99.37,95.13,10.17407,72522.0,627.4
214.0,6.4,p-TSA,0.0656,2000,98.1,99.5,94.79,746.214082,73549.0,897.7
247.6,1.99,H2SO4,0.0511,1000000,167.7,95.07,87.09,1552.131865,72843.0,1089.8
88.6,3.95,Ti(OBu)4,0.0905,2000,79.2,83.15,77.71,1.324007,78020.0,541.8
172.9,4.21,p-TSA,0.0548,500000,179.8,95.13,89.94,110.638072,77515.0,883.3
132.4,7.57,Amberlyst-15,0.0858,500,108.5,99.5,93.73,19.624423,76184.0,677.3
244.3,4.76,p-TSA,0.0821,1000000,17.2,97.0,92.19,2853.838078,73724.0,1122.9
220.0,2.41,p-TSA,0.0469,500000,109.7,96.47,85.69,607.027652,77670.0,1078.8
219.3,3.34,Amberlyst-15,0.0307,5000,56.7,99.5,91.1,298.99033,71824.0,933.4
149.1,3.06,H2SO4,0.0465,500000,15.5,96.47,89.08,26.449662,79284.0,804.8
138.8,14.62,H2SO4,0.0844,500000,149.5,95.27,86.32,32.176536,73631.0,824.8
111.9,11.63,p-TSA,0.0305,5000,56.9,92.67,83.15,2.793937,74476.0,623.2
70.7,14.55,Amberlyst-15,0.0572,500000,145.4,42.24,37.75,0.270783,74141.0,625.5
224.3,7.16,Ti(OBu)4,0.0825,500,59.0,99.5,91.21,1156.944175,72854.0,913.1
214.5,4.9,p-TSA,0.0418,1000000,43.0,90.87,84.45,510.644431,78850.0,1042.0
249.9,12.18,Ti(OBu)4,0.0678,50000,175.6,96.87,85.86,2757.524947,76578.0,1077.4
249.4,5.57,p-TSA,0.0321,5000,71.5,99.5,96.98,1256.065297,77431.0,997.6
165.5,5.19,p-TSA,0.0198,1000000,112.2,93.0,88.96,28.220298,72553.0,937.5
206.1,4.26,Amberlyst-15,0.0815,2000,113.7,99.5,94.83,495.883514,75362.0,867.9
239.5,2.82,Amberlyst-15,0.0189,500,105.3,98.98,88.81,365.998142,76042.0,967.2
221.4,4.59,Ti(OBu)4,0.0344,50000,165.5,96.45,90.7,430.584121,75542.0,998.9
107.0,5.97,Ti(OBu)4,0.087,500,124.7,99.5,92.83,4.525809,72679.0,596.2
145.6,10.44,H2SO4,0.0412,500,78.6,99.5,97.34,22.339582,77151.0,705.3
84.5,1.88,Amberlyst-15,0.0976,2000,156.6,87.94,83.96,1.026098,75243.0,575.9
241.3,3.95,p-TSA,0.0982,50000,40.8,95.54,89.57,3070.84,73090.0,1086.0
175.2,12.33,p-TSA,0.0341,500,102.5,99.5,96.03,91.53139,71289.0,780.2
103.4,3.06,H2SO4,0.0137,2000,171.6,80.58,72.16,0.517651,76213.0,623.6
187.6,5.8,Amberlyst-15,0.0735,5000,116.3,99.5,87.71,223.91,79901.0,846.9
177.4,13.11,p-TSA,0.0506,2000,148.9,99.5,94.43,161.111281,72969.0,834.0
128.1,3.17,H2SO4,0.0191,500000,121.1,94.9,84.45,2.958738,75341.0,826.3
81.6,2.16,H2SO4,0.0737,1000000,152.7,82.55,73.59,0.71778,77221.0,695.7
187.6,7.78,p-TSA,0.0128,2000,170.6,99.13,94.62,53.025008,72461.0,799.4
158.9,5.23,p-TSA,0.0883,2000,56.4,97.65,88.58,91.719308,74040.0,735.1
206.7,8.89,Ti(OBu)4,0.0225,2000,38.8,98.15,92.54,179.385446,73280.0,876.4
158.8,12.25,Amberlyst-15,0.0215,500,92.3,96.61,93.88,21.017775,76969.0,772.5
221.9,2.92,Ti(OBu)4,0.0258,50000,129.3,99.41,90.63,328.921426,77651.0,982.2
164.9,9.13,H2SO4,0.0964,2000,48.6,99.5,89.72,127.211306,75318.0,759.4
166.6,8.08,p-TSA,0.0724,2000,10.7,97.57,86.9,113.485423,73317.0,728.7
226.6,3.02,Ti(OBu)4,0.0821,500000,68.3,95.16,84.98,1204.496149,74114.0,1096.8
